Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2024-09-19 16:13:01,"Överkropp",48m,"Lateral Raise (Dumbbell)",1,3.0,12,0,0,"",,
2024-09-19 16:13:01,"Överkropp",48m,"Lateral Raise (Dumbbell)",2,4.0,8,0,0,,,
2024-09-19 16:13:01,"Överkropp",48m,"Lateral Raise (Dumbbell)",3,4.0,8,0,0,,,
2024-09-22 15:34:19,"Ben/Rygg 2",7h 22m,"Pull Up (Assisted)",1,14.5,10,0,0,"","",
2024-09-22 15:34:19,"Ben/Rygg 2",7h 22m,"Pull Up (Assisted)",2,14.5,9,0,0,,,
2024-09-22 15:34:19,"Ben/Rygg 2",7h 22m,"Pull Up (Assisted)",3,14.5,9,0,0,,,
2024-09-22 15:34:19,"Ben/Rygg 2",7h 22m,"Pull Up (Assisted)",4,14.5,8,0,0,,,
2024-09-22 15:34:19,"Ben/Rygg 2",7h 22m,"Romanian Deadlift (Dumbbell)",1,30.0,10,0,0,"",,
2024-09-22 15:34:19,"Ben/Rygg 2",7h 22m,"Romanian Deadlift (Dumbbell)",2,40.0,10,0,0,,,
2024-09-22 15:34:19,"Ben/Rygg 2",7h 22m,"Romanian Deadlift (Dumbbell)",3,45.0,8,0,0,,,
2024-09-22 15:34:19,"Ben/Rygg 2",7h 22m,"Romanian Deadlift (Dumbbell)",4,45.0,8,0,0,,,
2024-09-22 15:34:19,"Ben/Rygg 2",7h 22m,"Romanian Deadlift (Dumbbell)",5,45.0,8,0,0,,,
2024-09-22 15:34:19,"Ben/Rygg 2",7h 22m,"Leg Press",1,50.0,10,0,0,"",,
2024-09-22 15:34:19,"Ben/Rygg 2",7h 22m,"Leg Press",2,60.0,8,0,0,,,
2024-09-22 15:34:19,"Ben/Rygg 2",7h 22m,"Leg Press",3,60.0,8,0,0,,,
2024-09-22 15:34:19,"Ben/Rygg 2",7h 22m,"Leg Press",4,60.0,8,0,0,,,
2024-09-22 15:34:19,"Ben/Rygg 2",7h 22m,"Hip Thrust (Barbell)",1,60.0,10,0,0,"",,
2024-09-22 15:34:19,"Ben/Rygg 2",7h 22m,"Hip Thrust (Barbell)",2,70.0,10,0,0,,,
2024-09-22 15:34:19,"Ben/Rygg 2",7h 22m,"Hip Thrust (Barbell)",3,70.0,10,0,0,,,
2024-09-22 15:34:19,"Ben/Rygg 2",7h 22m,"Hip Thrust (Barbell)",4,70.0,10,0,0,,,
2024-09-25 17:25:28,"Ben/Rygg",50m,"Deadlift (Barbell)",1,20.0,10,0,0,"","",
2024-09-25 17:25:28,"Ben/Rygg",50m,"Deadlift (Barbell)",2,50.0,8,0,0,,,
2024-09-25 17:25:28,"Ben/Rygg",50m,"Deadlift (Barbell)",3,60.0,8,0,0,,,
2024-09-25 17:25:28,"Ben/Rygg",50m,"Deadlift (Barbell)",4,60.0,8,0,0,,,
2024-09-25 17:25:28,"Ben/Rygg",50m,"Deadlift (Barbell)",5,60.0,7,0,0,,,
2024-09-25 17:25:28,"Ben/Rygg",50m,"Leg Extension (Machine)",1,40.0,10,0,0,"",,
2024-09-25 17:25:28,"Ben/Rygg",50m,"Leg Extension (Machine)",2,40.0,10,0,0,,,
2024-09-25 17:25:28,"Ben/Rygg",50m,"Leg Extension (Machine)",3,40.0,10,0,0,,,
2024-09-25 17:25:28,"Ben/Rygg",50m,"Bulgarian Split Squat",1,30.0,6,0,0,"",,
2024-09-25 17:25:28,"Ben/Rygg",50m,"Bulgarian Split Squat",2,30.0,6,0,0,,,
2024-09-25 17:25:28,"Ben/Rygg",50m,"Bulgarian Split Squat",3,30.0,6,0,0,,,
2024-09-25 17:25:28,"Ben/Rygg",50m,"Hip Thrust (Barbell)",1,60.0,10,0,0,"",,
2024-09-25 17:25:28,"Ben/Rygg",50m,"Hip Thrust (Barbell)",2,75.0,7,0,0,,,
2024-09-25 17:25:28,"Ben/Rygg",50m,"Hip Thrust (Barbell)",3,75.0,7,0,0,,,
2024-09-25 17:25:28,"Ben/Rygg",50m,"Hip Thrust (Barbell)",4,75.0,7,0,0,,,
2024-10-07 16:32:15,"Ben/Rygg",1h,"Deadlift (Barbell)",1,20.0,10,0,0,"","",
2024-10-07 16:32:15,"Ben/Rygg",1h,"Deadlift (Barbell)",2,50.0,10,0,0,,,
2024-10-07 16:32:15,"Ben/Rygg",1h,"Deadlift (Barbell)",3,60.0,7,0,0,,,
2024-10-07 16:32:15,"Ben/Rygg",1h,"Deadlift (Barbell)",4,60.0,6,0,0,,,
2024-10-07 16:32:15,"Ben/Rygg",1h,"Deadlift (Barbell)",5,60.0,6,0,0,,,
2024-10-07 16:32:15,"Ben/Rygg",1h,"Leg Extension (Machine)",1,35.0,10,0,0,"",,
2024-10-07 16:32:15,"Ben/Rygg",1h,"Leg Extension (Machine)",2,35.0,10,0,0,,,
2024-10-07 16:32:15,"Ben/Rygg",1h,"Leg Extension (Machine)",3,35.0,8,0,0,,,
2024-10-07 16:32:15,"Ben/Rygg",1h,"Bulgarian Split Squat",1,30.0,6,0,0,"",,
2024-10-07 16:32:15,"Ben/Rygg",1h,"Bulgarian Split Squat",2,30.0,6,0,0,,,
2024-10-07 16:32:15,"Ben/Rygg",1h,"Bulgarian Split Squat",3,30.0,6,0,0,,,
2024-10-07 16:32:15,"Ben/Rygg",1h,"Hip Thrust (Barbell)",1,60.0,10,0,0,"",,
2024-10-07 16:32:15,"Ben/Rygg",1h,"Hip Thrust (Barbell)",2,70.0,10,0,0,,,
2024-10-07 16:32:15,"Ben/Rygg",1h,"Hip Thrust (Barbell)",3,70.0,10,0,0,,,
2024-10-07 16:32:15,"Ben/Rygg",1h,"Hip Thrust (Barbell)",4,70.0,8,0,0,,,
2024-10-09 14:39:43,"Överkropp",42m,"Bench Press (Dumbbell)",1,8.0,10,0,0,"","",
2024-10-09 14:39:43,"Överkropp",42m,"Bench Press (Dumbbell)",2,9.0,10,0,0,,,
2024-10-09 14:39:43,"Överkropp",42m,"Bench Press (Dumbbell)",3,10.0,9,0,0,,,
2024-10-09 14:39:43,"Överkropp",42m,"Bench Press (Dumbbell)",4,10.0,8,0,0,,,
2024-10-09 14:39:43,"Överkropp",42m,"Bench Press (Dumbbell)",5,10.0,8,0,0,,,
2024-10-09 14:39:43,"Överkropp",42m,"Lat Pulldown (Cable)",1,16.5,10,0,0,"",,
2024-10-09 14:39:43,"Överkropp",42m,"Lat Pulldown (Cable)",2,20.0,7,0,0,,,
2024-10-09 14:39:43,"Överkropp",42m,"Lat Pulldown (Cable)",3,20.0,7,0,0,,,
2024-10-09 14:39:43,"Överkropp",42m,"Seated Row (Machine)",1,40.0,10,0,0,"",,
2024-10-09 14:39:43,"Överkropp",42m,"Seated Row (Machine)",2,50.0,7,0,0,,,
2024-10-09 14:39:43,"Överkropp",42m,"Seated Row (Machine)",3,50.0,7,0,0,,,
2024-10-09 14:39:43,"Överkropp",42m,"Seated Row (Machine)",4,50.0,6,0,0,,,
2024-10-09 14:39:43,"Överkropp",42m,"Bicep Curl (Dumbbell)",1,8.0,8,0,0,"",,
2024-10-09 14:39:43,"Överkropp",42m,"Bicep Curl (Dumbbell)",2,8.0,8,0,0,,,
2024-10-09 14:39:43,"Överkropp",42m,"Bicep Curl (Dumbbell)",3,8.0,8,0,0,,,
2024-10-09 14:39:43,"Överkropp",42m,"Lateral Raise (Dumbbell)",1,3.0,12,0,0,"",,
2024-10-09 14:39:43,"Överkropp",42m,"Lateral Raise (Dumbbell)",2,3.0,11,0,0,,,
2024-10-09 14:39:43,"Överkropp",42m,"Lateral Raise (Dumbbell)",3,3.0,10,0,0,,,
2024-10-12 11:51:31,"Ben/Rygg 2",52m,"Pull Up (Assisted)",1,14.5,9,0,0,"","",
2024-10-12 11:51:31,"Ben/Rygg 2",52m,"Pull Up (Assisted)",2,14.5,8,0,0,,,
2024-10-12 11:51:31,"Ben/Rygg 2",52m,"Pull Up (Assisted)",3,14.5,7,0,0,,,
2024-10-12 11:51:31,"Ben/Rygg 2",52m,"Pull Up (Assisted)",4,14.5,7,0,0,,,
2024-10-12 11:51:31,"Ben/Rygg 2",52m,"Romanian Deadlift (Dumbbell)",1,30.0,10,0,0,"",,
2024-10-12 11:51:31,"Ben/Rygg 2",52m,"Romanian Deadlift (Dumbbell)",2,40.0,10,0,0,,,
2024-10-12 11:51:31,"Ben/Rygg 2",52m,"Romanian Deadlift (Dumbbell)",3,40.0,10,0,0,,,
2024-10-12 11:51:31,"Ben/Rygg 2",52m,"Romanian Deadlift (Dumbbell)",4,45.0,9,0,0,,,
2024-10-12 11:51:31,"Ben/Rygg 2",52m,"Romanian Deadlift (Dumbbell)",5,45.0,9,0,0,,,
2024-10-12 11:51:31,"Ben/Rygg 2",52m,"Seated Leg Press (Machine)",1,54.0,10,0,0,"",,
2024-10-12 11:51:31,"Ben/Rygg 2",52m,"Seated Leg Press (Machine)",2,63.0,10,0,0,,,
2024-10-12 11:51:31,"Ben/Rygg 2",52m,"Seated Leg Press (Machine)",3,63.0,10,0,0,,,
2024-10-12 11:51:31,"Ben/Rygg 2",52m,"Seated Leg Press (Machine)",4,63.0,10,0,0,,,
2024-10-12 11:51:31,"Ben/Rygg 2",52m,"Lying Leg Curl (Machine)",1,30.0,10,0,0,"",,
2024-10-12 11:51:31,"Ben/Rygg 2",52m,"Lying Leg Curl (Machine)",2,30.0,9,0,0,,,
2024-10-12 11:51:31,"Ben/Rygg 2",52m,"Lying Leg Curl (Machine)",3,30.0,9,0,0,,,
2024-10-12 11:51:31,"Ben/Rygg 2",52m,"Lying Leg Curl (Machine)",4,30.0,6,0,0,,,
2024-10-15 16:51:02,"Ben/Rygg",46m,"Deadlift (Barbell)",1,20.0,10,0,0,"","",
2024-10-15 16:51:02,"Ben/Rygg",46m,"Deadlift (Barbell)",2,50.0,8,0,0,,,
2024-10-15 16:51:02,"Ben/Rygg",46m,"Deadlift (Barbell)",3,60.0,6,0,0,,,
2024-10-15 16:51:02,"Ben/Rygg",46m,"Deadlift (Barbell)",4,60.0,6,0,0,,,
2024-10-15 16:51:02,"Ben/Rygg",46m,"Deadlift (Barbell)",5,60.0,6,0,0,,,
2024-10-15 16:51:02,"Ben/Rygg",46m,"Leg Extension (Machine)",1,35.0,10,0,0,"",,
2024-10-15 16:51:02,"Ben/Rygg",46m,"Leg Extension (Machine)",2,40.0,8,0,0,,,
2024-10-15 16:51:02,"Ben/Rygg",46m,"Leg Extension (Machine)",3,40.0,7,0,0,,,
2024-10-15 16:51:02,"Ben/Rygg",46m,"Bulgarian Split Squat",1,30.0,6,0,0,"",,
2024-10-15 16:51:02,"Ben/Rygg",46m,"Bulgarian Split Squat",2,30.0,6,0,0,,,
2024-10-15 16:51:02,"Ben/Rygg",46m,"Bulgarian Split Squat",3,30.0,6,0,0,,,
2024-10-15 16:51:02,"Ben/Rygg",46m,"Hip Thrust (Barbell)",1,60.0,10,0,0,"",,
2024-10-15 16:51:02,"Ben/Rygg",46m,"Hip Thrust (Barbell)",2,70.0,8,0,0,,,
2024-10-15 16:51:02,"Ben/Rygg",46m,"Hip Thrust (Barbell)",3,70.0,8,0,0,,,
2024-10-15 16:51:02,"Ben/Rygg",46m,"Hip Thrust (Barbell)",4,70.0,8,0,0,,,
2024-10-17 16:08:45,"Överkropp",44h 25m,"Bench Press (Dumbbell)",1,8.0,10,0,0,"","",
2024-10-17 16:08:45,"Överkropp",44h 25m,"Bench Press (Dumbbell)",2,9.0,10,0,0,,,
2024-10-17 16:08:45,"Överkropp",44h 25m,"Bench Press (Dumbbell)",3,10.0,10,0,0,,,
2024-10-17 16:08:45,"Överkropp",44h 25m,"Bench Press (Dumbbell)",4,10.0,10,0,0,,,
2024-10-17 16:08:45,"Överkropp",44h 25m,"Bench Press (Dumbbell)",5,10.0,10,0,0,,,
2024-10-17 16:08:45,"Överkropp",44h 25m,"Lat Pulldown (Cable)",1,16.5,10,0,0,"",,
2024-10-17 16:08:45,"Överkropp",44h 25m,"Lat Pulldown (Cable)",2,20.0,8,0,0,,,
2024-10-17 16:08:45,"Överkropp",44h 25m,"Lat Pulldown (Cable)",3,20.0,8,0,0,,,
2024-10-17 16:08:45,"Överkropp",44h 25m,"Lat Pulldown (Cable)",4,20.0,8,0,0,,,
2024-10-17 16:08:45,"Överkropp",44h 25m,"Incline Row (Dumbbell)",1,8.0,10,0,0,"",,
2024-10-17 16:08:45,"Överkropp",44h 25m,"Incline Row (Dumbbell)",2,9.0,10,0,0,,,
2024-10-17 16:08:45,"Överkropp",44h 25m,"Incline Row (Dumbbell)",3,9.0,10,0,0,,,
2024-10-17 16:08:45,"Överkropp",44h 25m,"Incline Row (Dumbbell)",4,9.0,10,0,0,,,
2024-10-17 16:08:45,"Överkropp",44h 25m,"Bicep Curl (Dumbbell)",1,8.0,8,0,0,"",,
2024-10-17 16:08:45,"Överkropp",44h 25m,"Bicep Curl (Dumbbell)",2,8.0,8,0,0,,,
2024-10-17 16:08:45,"Överkropp",44h 25m,"Bicep Curl (Dumbbell)",3,8.0,8,0,0,,,
2024-10-17 16:08:45,"Överkropp",44h 25m,"Lateral Raise (Dumbbell)",1,3.0,12,0,0,"",,
2024-10-17 16:08:45,"Överkropp",44h 25m,"Lateral Raise (Dumbbell)",2,3.0,12,0,0,,,
2024-10-17 16:08:45,"Överkropp",44h 25m,"Lateral Raise (Dumbbell)",3,3.0,12,0,0,,,
2024-10-19 12:34:22,"Ben/Rygg 2",57m,"Pull Up (Assisted)",1,14.5,10,0,0,"","",
2024-10-19 12:34:22,"Ben/Rygg 2",57m,"Pull Up (Assisted)",2,14.5,9,0,0,,,
2024-10-19 12:34:22,"Ben/Rygg 2",57m,"Pull Up (Assisted)",3,14.5,8,0,0,,,
2024-10-19 12:34:22,"Ben/Rygg 2",57m,"Pull Up (Assisted)",4,14.5,7,0,0,,,
2024-10-19 12:34:22,"Ben/Rygg 2",57m,"Romanian Deadlift (Dumbbell)",1,30.0,10,0,0,"",,
2024-10-19 12:34:22,"Ben/Rygg 2",57m,"Romanian Deadlift (Dumbbell)",2,40.0,10,0,0,,,
2024-10-19 12:34:22,"Ben/Rygg 2",57m,"Romanian Deadlift (Dumbbell)",3,45.0,9,0,0,,,
2024-10-19 12:34:22,"Ben/Rygg 2",57m,"Romanian Deadlift (Dumbbell)",4,45.0,9,0,0,,,
2024-10-19 12:34:22,"Ben/Rygg 2",57m,"Romanian Deadlift (Dumbbell)",5,45.0,9,0,0,,,
2024-10-19 12:34:22,"Ben/Rygg 2",57m,"Leg Press",1,50.0,10,0,0,"",,
2024-10-19 12:34:22,"Ben/Rygg 2",57m,"Leg Press",2,50.0,10,0,0,,,
2024-10-19 12:34:22,"Ben/Rygg 2",57m,"Leg Press",3,50.0,10,0,0,,,
2024-10-19 12:34:22,"Ben/Rygg 2",57m,"Leg Press",4,50.0,10,0,0,,,
2024-10-19 12:34:22,"Ben/Rygg 2",57m,"Hip Thrust (Barbell)",1,60.0,10,0,0,"",,
2024-10-19 12:34:22,"Ben/Rygg 2",57m,"Hip Thrust (Barbell)",2,70.0,9,0,0,,,
2024-10-19 12:34:22,"Ben/Rygg 2",57m,"Hip Thrust (Barbell)",3,70.0,8,0,0,,,
2024-10-19 12:34:22,"Ben/Rygg 2",57m,"Hip Thrust (Barbell)",4,70.0,8,0,0,,,
2024-10-22 16:00:46,"Ben/Rygg",47m,"Deadlift (Barbell)",1,20.0,10,0,0,"","",
2024-10-22 16:00:46,"Ben/Rygg",47m,"Deadlift (Barbell)",2,50.0,10,0,0,,,
2024-10-22 16:00:46,"Ben/Rygg",47m,"Deadlift (Barbell)",3,60.0,7,0,0,,,
2024-10-22 16:00:46,"Ben/Rygg",47m,"Deadlift (Barbell)",4,60.0,7,0,0,,,
2024-10-22 16:00:46,"Ben/Rygg",47m,"Deadlift (Barbell)",5,60.0,6,0,0,,,
2024-10-22 16:00:46,"Ben/Rygg",47m,"Leg Extension (Machine)",1,35.0,10,0,0,"",,
2024-10-22 16:00:46,"Ben/Rygg",47m,"Leg Extension (Machine)",2,40.0,7,0,0,,,
2024-10-22 16:00:46,"Ben/Rygg",47m,"Leg Extension (Machine)",3,40.0,8,0,0,,,
2024-10-22 16:00:46,"Ben/Rygg",47m,"Leg Extension (Machine)",4,40.0,7,0,0,,,
2024-10-22 16:00:46,"Ben/Rygg",47m,"Bulgarian Split Squat",1,30.0,6,0,0,"",,
2024-10-22 16:00:46,"Ben/Rygg",47m,"Bulgarian Split Squat",2,30.0,6,0,0,,,
2024-10-22 16:00:46,"Ben/Rygg",47m,"Bulgarian Split Squat",3,30.0,6,0,0,,,
2024-10-22 16:00:46,"Ben/Rygg",47m,"Back Extension",1,15.0,10,0,0,"",,
2024-10-22 16:00:46,"Ben/Rygg",47m,"Back Extension",2,15.0,10,0,0,,,
2024-10-22 16:00:46,"Ben/Rygg",47m,"Back Extension",3,15.0,10,0,0,,,
2024-10-24 16:32:26,"Överkropp",44m,"Bench Press (Dumbbell)",1,8.0,10,0,0,"","",
2024-10-24 16:32:26,"Överkropp",44m,"Bench Press (Dumbbell)",2,9.0,10,0,0,,,
2024-10-24 16:32:26,"Överkropp",44m,"Bench Press (Dumbbell)",3,10.0,10,0,0,,,
2024-10-24 16:32:26,"Överkropp",44m,"Bench Press (Dumbbell)",4,10.0,10,0,0,,,
2024-10-24 16:32:26,"Överkropp",44m,"Bench Press (Dumbbell)",5,10.0,10,0,0,,,
2024-10-24 16:32:26,"Överkropp",44m,"Lat Pulldown (Cable)",1,16.5,10,0,0,"",,
2024-10-24 16:32:26,"Överkropp",44m,"Lat Pulldown (Cable)",2,20.0,9,0,0,,,
2024-10-24 16:32:26,"Överkropp",44m,"Lat Pulldown (Cable)",3,20.0,9,0,0,,,
2024-10-24 16:32:26,"Överkropp",44m,"Lat Pulldown (Cable)",4,20.0,8,0,0,,,
2024-10-24 16:32:26,"Överkropp",44m,"Seated Row (Machine)",1,40.0,10,0,0,"",,
2024-10-24 16:32:26,"Överkropp",44m,"Seated Row (Machine)",2,50.0,8,0,0,,,
2024-10-24 16:32:26,"Överkropp",44m,"Seated Row (Machine)",3,50.0,8,0,0,,,
2024-10-24 16:32:26,"Överkropp",44m,"Seated Row (Machine)",4,50.0,6,0,0,,,
2024-10-24 16:32:26,"Överkropp",44m,"Bicep Curl (Dumbbell)",1,8.0,9,0,0,"",,
2024-10-24 16:32:26,"Överkropp",44m,"Bicep Curl (Dumbbell)",2,8.0,8,0,0,,,
2024-10-24 16:32:26,"Överkropp",44m,"Bicep Curl (Dumbbell)",3,8.0,8,0,0,,,
2024-10-24 16:32:26,"Överkropp",44m,"Lateral Raise (Dumbbell)",1,3.0,13,0,0,"",,
2024-10-24 16:32:26,"Överkropp",44m,"Lateral Raise (Dumbbell)",2,3.0,12,0,0,,,
2024-10-24 16:32:26,"Överkropp",44m,"Lateral Raise (Dumbbell)",3,3.0,10,0,0,,,
2024-10-29 11:16:29,"Ben/Rygg 2",54m,"Pull Up (Assisted)",1,14.5,10,0,0,"","",
2024-10-29 11:16:29,"Ben/Rygg 2",54m,"Pull Up (Assisted)",2,14.5,9,0,0,,,
2024-10-29 11:16:29,"Ben/Rygg 2",54m,"Pull Up (Assisted)",3,14.5,8,0,0,,,
2024-10-29 11:16:29,"Ben/Rygg 2",54m,"Pull Up (Assisted)",4,14.5,7,0,0,,,
2024-10-29 11:16:29,"Ben/Rygg 2",54m,"Romanian Deadlift (Dumbbell)",1,30.0,10,0,0,"",,
2024-10-29 11:16:29,"Ben/Rygg 2",54m,"Romanian Deadlift (Dumbbell)",2,40.0,10,0,0,,,
2024-10-29 11:16:29,"Ben/Rygg 2",54m,"Romanian Deadlift (Dumbbell)",3,45.0,9,0,0,,,
2024-10-29 11:16:29,"Ben/Rygg 2",54m,"Romanian Deadlift (Dumbbell)",4,45.0,9,0,0,,,
2024-10-29 11:16:29,"Ben/Rygg 2",54m,"Romanian Deadlift (Dumbbell)",5,45.0,9,0,0,,,
2024-10-29 11:16:29,"Ben/Rygg 2",54m,"Leg Press",1,50.0,10,0,0,"",,
2024-10-29 11:16:29,"Ben/Rygg 2",54m,"Leg Press",2,60.0,8,0,0,,,
2024-10-29 11:16:29,"Ben/Rygg 2",54m,"Leg Press",3,60.0,8,0,0,,,
2024-10-29 11:16:29,"Ben/Rygg 2",54m,"Leg Press",4,60.0,8,0,0,,,
2024-10-29 11:16:29,"Ben/Rygg 2",54m,"Glute Kickback (Machine)",1,5.0,10,0,0,"",,
2024-10-29 11:16:29,"Ben/Rygg 2",54m,"Glute Kickback (Machine)",2,10.0,10,0,0,,,
2024-10-29 11:16:29,"Ben/Rygg 2",54m,"Glute Kickback (Machine)",3,10.0,10,0,0,,,
2024-10-29 11:16:29,"Ben/Rygg 2",54m,"Glute Kickback (Machine)",4,10.0,10,0,0,,,
2024-11-05 16:32:45,"Ben/Rygg",46h 51m,"Deadlift (Barbell)",1,20.0,10,0,0,"","",
2024-11-05 16:32:45,"Ben/Rygg",46h 51m,"Deadlift (Barbell)",2,50.0,10,0,0,,,
2024-11-05 16:32:45,"Ben/Rygg",46h 51m,"Deadlift (Barbell)",3,60.0,6,0,0,,,
2024-11-05 16:32:45,"Ben/Rygg",46h 51m,"Deadlift (Barbell)",4,60.0,6,0,0,,,
2024-11-05 16:32:45,"Ben/Rygg",46h 51m,"Deadlift (Barbell)",5,60.0,6,0,0,,,
2024-11-05 16:32:45,"Ben/Rygg",46h 51m,"Leg Extension (Machine)",1,35.0,10,0,0,"",,
2024-11-05 16:32:45,"Ben/Rygg",46h 51m,"Leg Extension (Machine)",2,40.0,8,0,0,,,
2024-11-05 16:32:45,"Ben/Rygg",46h 51m,"Leg Extension (Machine)",3,40.0,8,0,0,,,
2024-11-05 16:32:45,"Ben/Rygg",46h 51m,"Leg Extension (Machine)",4,40.0,7,0,0,,,
2024-11-05 16:32:45,"Ben/Rygg",46h 51m,"Bulgarian Split Squat",1,30.0,7,0,0,"",,
2024-11-05 16:32:45,"Ben/Rygg",46h 51m,"Bulgarian Split Squat",2,30.0,7,0,0,,,
2024-11-05 16:32:45,"Ben/Rygg",46h 51m,"Bulgarian Split Squat",3,30.0,7,0,0,,,
2024-11-05 16:32:45,"Ben/Rygg",46h 51m,"Hip Thrust (Barbell)",1,60.0,10,0,0,"",,
2024-11-05 16:32:45,"Ben/Rygg",46h 51m,"Hip Thrust (Barbell)",2,65.0,8,0,0,,,
2024-11-05 16:32:45,"Ben/Rygg",46h 51m,"Hip Thrust (Barbell)",3,65.0,8,0,0,,,
2024-11-05 16:32:45,"Ben/Rygg",46h 51m,"Hip Thrust (Barbell)",4,65.0,8,0,0,,,
2024-11-07 15:25:29,"Överkropp",45h 39m,"Bench Press (Dumbbell)",1,7.5,10,0,0,"","",
2024-11-07 15:25:29,"Överkropp",45h 39m,"Bench Press (Dumbbell)",2,9.0,10,0,0,,,
2024-11-07 15:25:29,"Överkropp",45h 39m,"Bench Press (Dumbbell)",3,10.0,11,0,0,,,
2024-11-07 15:25:29,"Överkropp",45h 39m,"Bench Press (Dumbbell)",4,10.0,10,0,0,,,
2024-11-07 15:25:29,"Överkropp",45h 39m,"Bench Press (Dumbbell)",5,10.0,9,0,0,,,
2024-11-07 15:25:29,"Överkropp",45h 39m,"Lat Pulldown (Cable)",1,16.5,10,0,0,"",,
2024-11-07 15:25:29,"Överkropp",45h 39m,"Lat Pulldown (Cable)",2,20.0,10,0,0,,,
2024-11-07 15:25:29,"Överkropp",45h 39m,"Lat Pulldown (Cable)",3,20.0,9,0,0,,,
2024-11-07 15:25:29,"Överkropp",45h 39m,"Lat Pulldown (Cable)",4,20.0,8,0,0,,,
2024-11-07 15:25:29,"Överkropp",45h 39m,"Seated Row (Machine)",1,40.0,10,0,0,"",,
2024-11-07 15:25:29,"Överkropp",45h 39m,"Seated Row (Machine)",2,50.0,6,0,0,,,
2024-11-07 15:25:29,"Överkropp",45h 39m,"Seated Row (Machine)",3,50.0,7,0,0,,,
2024-11-07 15:25:29,"Överkropp",45h 39m,"Seated Row (Machine)",4,50.0,8,0,0,,,
2024-11-07 15:25:29,"Överkropp",45h 39m,"Bicep Curl (Dumbbell)",1,8.0,8,0,0,"",,
2024-11-07 15:25:29,"Överkropp",45h 39m,"Bicep Curl (Dumbbell)",2,8.0,9,0,0,,,
2024-11-07 15:25:29,"Överkropp",45h 39m,"Bicep Curl (Dumbbell)",3,8.0,8,0,0,,,
2024-11-07 15:25:29,"Överkropp",45h 39m,"Lateral Raise (Dumbbell)",1,3.0,12,0,0,"",,
2024-11-07 15:25:29,"Överkropp",45h 39m,"Lateral Raise (Dumbbell)",2,3.0,12,0,0,,,
2024-11-07 15:25:29,"Överkropp",45h 39m,"Lateral Raise (Dumbbell)",3,3.0,12,0,0,,,
2024-11-09 13:05:05,"Ben/Rygg 2",57h 33m,"Stairclimber",1,0,0,20.0,405,"","",
2024-11-09 13:05:05,"Ben/Rygg 2",57h 33m,"Romanian Deadlift (Dumbbell)",1,30.0,10,0,0,"",,
2024-11-09 13:05:05,"Ben/Rygg 2",57h 33m,"Romanian Deadlift (Dumbbell)",2,40.0,10,0,0,,,
2024-11-09 13:05:05,"Ben/Rygg 2",57h 33m,"Romanian Deadlift (Dumbbell)",3,45.0,10,0,0,,,
2024-11-09 13:05:05,"Ben/Rygg 2",57h 33m,"Romanian Deadlift (Dumbbell)",4,45.0,10,0,0,,,
2024-11-09 13:05:05,"Ben/Rygg 2",57h 33m,"Romanian Deadlift (Dumbbell)",5,45.0,10,0,0,,,
2024-11-09 13:05:05,"Ben/Rygg 2",57h 33m,"Leg Press",1,50.0,10,0,0,"",,
2024-11-09 13:05:05,"Ben/Rygg 2",57h 33m,"Leg Press",2,60.0,10,0,0,,,
2024-11-09 13:05:05,"Ben/Rygg 2",57h 33m,"Leg Press",3,60.0,10,0,0,,,
2024-11-09 13:05:05,"Ben/Rygg 2",57h 33m,"Leg Press",4,60.0,10,0,0,,,
2024-11-09 13:05:05,"Ben/Rygg 2",57h 33m,"Hip Thrust (Barbell)",1,60.0,10,0,0,"",,
2024-11-09 13:05:05,"Ben/Rygg 2",57h 33m,"Hip Thrust (Barbell)",2,70.0,10,0,0,,,
2024-11-09 13:05:05,"Ben/Rygg 2",57h 33m,"Hip Thrust (Barbell)",3,70.0,8,0,0,,,
2024-11-09 13:05:05,"Ben/Rygg 2",57h 33m,"Hip Thrust (Barbell)",4,70.0,8,0,0,,,
2024-11-12 16:37:19,"Ben/Rygg",50m,"Deadlift (Barbell)",1,20.0,10,0,0,"","",
2024-11-12 16:37:19,"Ben/Rygg",50m,"Deadlift (Barbell)",2,50.0,8,0,0,,,
2024-11-12 16:37:19,"Ben/Rygg",50m,"Deadlift (Barbell)",3,60.0,7,0,0,,,
2024-11-12 16:37:19,"Ben/Rygg",50m,"Deadlift (Barbell)",4,60.0,6,0,0,,,
2024-11-12 16:37:19,"Ben/Rygg",50m,"Deadlift (Barbell)",5,60.0,7,0,0,,,
2024-11-12 16:37:19,"Ben/Rygg",50m,"Seated Leg Press (Machine)",1,54.0,10,0,0,"",,
2024-11-12 16:37:19,"Ben/Rygg",50m,"Seated Leg Press (Machine)",2,54.0,10,0,0,,,
2024-11-12 16:37:19,"Ben/Rygg",50m,"Bulgarian Split Squat",1,30.0,7,0,0,"",,
2024-11-12 16:37:19,"Ben/Rygg",50m,"Bulgarian Split Squat",2,30.0,7,0,0,,,
2024-11-12 16:37:19,"Ben/Rygg",50m,"Bulgarian Split Squat",3,30.0,8,0,0,,,
2024-11-12 16:37:19,"Ben/Rygg",50m,"Hip Thrust (Barbell)",1,60.0,10,0,0,"",,
2024-11-12 16:37:19,"Ben/Rygg",50m,"Hip Thrust (Barbell)",2,70.0,9,0,0,,,
